,.,the,",",to,of,in,and,said,a,s,for,oil,-,mln,',/,u,on,that,from,at,it,"""",is,by,tonnes,1,dlrs,be,000,was,pct,wheat,will,he,with,year,its,as,would,an,2,prices,has,not,last,(,this,were,","""
grain article482.txt,0,9,0,1,4,6,6,6,2,6,4,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,3,0,0,0,2,3,5,1,1,0,0,1,0,0,0,1,3,0,0,2,1,0
grain article119.txt,0,7,0,3,3,3,2,1,3,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,0,1,0,0,0,1,2,0,0,2,0
grain article131.txt,0,24,0,18,12,1,12,8,3,4,5,0,0,0,0,0,0,11,6,2,1,0,0,0,7,6,0,0,3,4,2,1,1,6,1,7,0,1,0,0,2,0,0,2,1,0,0,0,4,0
grain article125.txt,0,5,0,3,4,2,1,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0
grain article079.txt,0,3,0,1,5,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0
grain article045.txt,0,12,0,5,3,9,14,0,36,2,5,4,0,0,0,0,2,3,2,1,0,1,0,1,3,3,52,0,1,2,0,0,11,1,0,3,0,0,4,0,0,114,0,0,2,0,0,0,1,0
grain article051.txt,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article086.txt,0,17,0,7,9,6,5,3,2,2,1,0,0,0,0,0,0,4,1,2,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,5,0,0,0,2,0,2,2,0,1,3,0
grain article092.txt,0,3,0,2,2,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article509.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article247.txt,0,4,0,6,4,4,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,1,5,0,0,4,1,0,1,2,1,0,0,0,0,0,1,0,0,0,2,1,0
grain article521.txt,0,12,0,4,5,3,0,1,1,0,3,0,0,4,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0
grain article535.txt,0,14,0,10,7,8,8,3,4,1,4,0,0,7,0,0,0,2,1,3,4,0,0,4,1,0,1,1,2,1,1,1,1,3,1,1,1,4,0,2,0,2,0,2,0,1,0,1,0,0
grain article253.txt,0,9,0,2,9,4,3,4,6,7,3,0,0,0,0,0,0,3,1,0,3,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0
grain article284.txt,0,17,0,9,10,8,3,5,4,5,4,0,0,2,0,0,5,1,0,2,2,3,0,0,0,7,0,4,1,7,0,0,9,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
grain article290.txt,0,24,0,8,13,3,5,5,2,3,2,0,0,0,0,0,1,2,4,3,2,5,0,0,0,6,0,0,3,6,2,0,5,0,0,0,1,1,0,2,1,0,1,1,1,4,0,1,0,0
grain article286.txt,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article292.txt,0,20,0,6,4,5,5,3,6,2,2,0,0,0,0,0,2,3,5,1,1,0,0,0,4,0,1,2,6,0,2,4,0,0,0,0,2,1,0,5,1,1,3,0,1,0,0,0,1,0
grain article523.txt,0,19,0,10,6,8,8,9,3,2,3,0,0,0,0,0,1,1,10,0,2,0,0,3,3,0,0,0,4,0,1,0,0,4,5,1,1,3,0,0,2,0,5,2,6,0,0,2,0,0
grain article245.txt,0,2,0,1,3,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article251.txt,0,3,0,2,2,1,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article537.txt,0,3,0,5,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
grain article279.txt,0,5,0,3,5,1,0,2,2,2,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
grain article084.txt,0,9,0,6,10,5,5,6,4,1,1,0,0,3,0,0,0,0,0,8,0,4,0,1,0,1,1,0,1,0,0,3,0,1,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0
grain article090.txt,0,11,0,6,1,1,2,3,0,1,3,0,0,7,0,0,1,0,0,1,0,1,0,1,3,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
grain article047.txt,0,4,0,2,4,25,7,0,3,3,9,3,0,29,0,0,3,4,0,0,0,0,0,1,1,2,97,10,0,1,0,0,4,0,0,1,3,0,0,0,0,53,1,0,14,0,0,0,0,0
grain article053.txt,0,2,0,7,0,7,14,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,1,2,18,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10,0,0,7,0,0,0,0,0
grain article133.txt,0,10,0,2,2,3,1,4,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article127.txt,0,26,0,12,11,5,2,9,9,9,6,0,0,0,0,0,5,2,10,2,2,7,0,1,0,0,0,0,9,0,4,0,9,4,4,3,4,0,0,7,4,0,1,1,6,1,0,1,0,0
grain article494.txt,0,21,0,13,10,4,7,4,1,4,3,0,0,0,0,0,3,0,2,1,0,0,0,4,0,0,0,0,1,0,1,0,4,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article480.txt,0,14,0,5,6,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,1,0,1,1,0,0,1,0,0,2,0,1,1,0,1,0,1,0,0,1,0,0
grain article457.txt,0,14,0,8,2,0,2,3,4,2,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,1,1,0,0,0,0
grain article331.txt,0,8,0,5,4,1,1,4,2,1,2,0,0,0,0,0,1,2,0,1,0,2,0,1,0,2,0,1,1,2,2,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
grain article325.txt,0,9,0,3,4,6,3,4,5,3,0,0,0,5,0,0,0,0,2,2,0,2,0,2,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,1,1,0
grain article443.txt,0,4,0,2,3,1,2,2,0,2,5,0,0,4,0,0,2,0,0,0,0,1,0,3,0,2,0,4,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article319.txt,0,0,0,0,2,0,2,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article318.txt,0,23,0,16,8,4,3,9,6,8,0,0,0,1,0,0,4,1,8,1,1,2,0,2,3,1,0,0,4,0,1,0,8,0,0,1,1,0,1,3,8,0,0,2,9,0,0,6,2,0
grain article324.txt,0,6,0,1,1,5,1,2,1,1,1,0,0,5,0,0,0,1,0,1,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,0
grain article442.txt,0,8,0,3,8,4,2,2,4,2,1,0,0,1,0,0,2,3,2,0,1,0,0,0,1,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0
grain article456.txt,0,7,0,1,8,2,4,4,4,0,2,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0
grain article330.txt,0,9,0,5,4,1,2,4,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,1,1,1,2,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
grain article481.txt,0,18,0,7,11,9,3,11,2,8,6,0,0,2,0,0,4,2,0,3,0,4,0,4,3,0,2,7,1,0,0,2,2,3,0,0,3,1,1,2,3,2,2,1,1,2,0,2,1,0
grain article495.txt,0,2,0,2,1,0,3,1,0,3,0,0,0,1,0,0,3,0,0,1,1,2,0,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
grain article126.txt,0,4,0,1,2,1,2,3,1,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
grain article132.txt,0,4,0,4,1,0,3,4,0,1,5,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
grain article046.txt,0,3,0,0,0,2,0,0,0,2,0,0,0,11,0,0,1,0,0,0,6,1,0,2,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
grain article085.txt,0,15,0,5,17,14,6,7,3,6,1,0,0,10,0,0,1,0,2,1,3,1,0,1,0,5,2,0,4,0,2,1,7,2,2,2,0,1,0,3,5,1,0,0,4,0,0,2,3,0
grain article278.txt,0,28,0,1,7,5,12,8,0,3,7,0,0,4,0,0,3,2,0,0,0,3,0,0,4,0,2,9,4,0,0,3,0,7,0,1,2,0,1,0,2,4,2,0,0,0,0,0,2,0
grain article536.txt,0,8,0,6,4,10,6,6,4,3,4,0,0,5,0,0,0,1,1,2,0,1,0,2,2,2,4,0,2,0,4,1,7,0,0,2,2,1,2,2,0,1,0,0,2,2,0,1,3,0
grain article522.txt,0,6,0,5,7,2,5,1,0,1,0,0,0,8,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0
grain article244.txt,0,5,0,4,6,2,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
grain article293.txt,0,15,0,3,4,7,6,6,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
grain article287.txt,0,8,0,1,5,6,3,4,3,6,1,0,0,2,0,0,5,1,0,2,3,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,1,2,2,0,0,2,0,1,0,0,0,0,0,0
grain article249.txt,0,7,0,3,1,4,1,2,3,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0
grain article261.txt,0,30,0,10,11,8,16,16,14,3,3,0,0,2,0,0,0,3,5,1,1,1,0,4,2,1,0,0,7,0,2,3,0,5,1,4,2,0,4,4,2,0,0,3,2,3,0,4,0,0
grain article507.txt,0,12,0,3,9,6,2,0,2,1,4,0,0,0,0,0,1,2,0,0,2,0,0,1,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
grain article513.txt,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article275.txt,0,10,0,1,8,9,9,6,3,0,4,0,0,1,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0
grain article088.txt,0,5,0,0,0,1,1,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
grain article063.txt,0,35,0,3,11,4,15,10,0,3,12,1,0,1,0,0,2,2,0,1,0,3,0,0,3,11,2,0,0,0,2,6,2,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,11,0
grain article077.txt,0,8,0,5,2,1,1,1,0,3,5,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
grain article117.txt,0,8,0,4,3,1,2,3,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grain article103.txt,0,22,0,8,6,7,12,7,2,4,7,0,0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,1,1,0,2,1,0,0,3,1,0,1,5,2,2,1,2,0,0,0,0,1,3,0
grain article498.txt,0,0,0,2,2,2,5,2,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
grain article329.txt,0,4,0,4,1,9,8,0,1,0,2,0,0,7,0,0,2,1,0,4,2,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
grain article315.txt,0,13,0,3,5,4,3,6,5,4,3,0,0,0,0,0,4,2,4,2,1,1,0,1,0,0,0,0,2,0,2,0,0,1,3,2,2,0,2,1,1,0,2,1,2,0,0,1,0,0
grain article473.txt,0,11,0,2,2,10,6,4,0,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article467.txt,0,1,0,3,0,0,0,2,0,2,4,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article301.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article466.txt,0,9,0,6,4,4,2,4,4,1,1,0,0,2,0,0,0,0,1,3,1,0,0,3,5,8,2,0,3,6,0,5,0,3,0,1,4,0,0,1,0,0,0,1,0,2,0,3,0,0
grain article314.txt,0,24,0,7,4,5,6,3,4,2,4,0,0,0,0,0,0,3,0,0,1,2,0,2,1,0,1,0,1,0,0,2,6,1,1,1,4,0,0,1,0,0,7,1,2,2,0,2,0,0
grain article472.txt,0,4,0,4,5,4,1,2,3,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
grain article328.txt,0,5,0,11,2,2,1,3,1,3,5,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
grain article499.txt,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article102.txt,0,12,0,11,2,11,3,4,6,1,2,0,0,10,0,0,0,0,0,9,0,0,0,0,0,7,1,0,0,0,1,10,0,0,0,0,6,0,1,0,0,8,3,0,0,1,0,0,1,0
grain article116.txt,0,4,0,0,2,0,2,3,1,0,6,0,0,0,0,0,0,0,0,3,5,1,0,0,0,4,0,3,0,4,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
grain article076.txt,0,3,0,4,1,1,5,0,1,3,2,0,0,9,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,5,0,0,0,0,3,0,0,0,6,0,0,0,0
grain article062.txt,0,2,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,4,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0
grain article512.txt,0,18,0,11,14,1,2,3,3,3,3,0,0,2,0,0,1,3,3,5,3,1,0,0,0,4,1,0,3,2,3,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
grain article274.txt,0,5,0,2,2,3,2,2,1,0,1,0,0,2,0,0,0,0,0,2,0,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
grain article260.txt,0,30,0,10,22,13,14,5,5,3,6,0,0,14,0,0,5,1,2,0,2,0,0,7,4,19,8,0,2,7,0,0,11,3,0,1,0,1,0,0,4,4,4,5,1,2,0,4,3,0
grain article506.txt,0,26,0,6,4,11,1,5,2,2,5,0,0,0,0,0,2,7,3,2,1,3,0,3,2,1,1,0,2,3,0,0,0,0,0,2,3,1,2,2,1,0,1,4,0,0,0,2,0,0
grain article248.txt,0,1,0,0,1,0,1,2,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article289.txt,0,4,0,2,2,3,4,2,2,1,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
grain article538.txt,0,10,0,2,10,6,5,1,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,2,0
grain article276.txt,0,11,0,5,3,3,5,3,2,2,2,0,0,1,0,0,0,0,5,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,0
grain article510.txt,0,2,0,0,2,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grain article504.txt,0,8,0,3,1,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
grain article262.txt,0,7,0,2,3,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
grain article048.txt,0,2,0,0,0,0,1,0,0,2,0,0,0,8,0,0,1,0,0,0,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
grain article074.txt,0,14,0,3,6,2,10,8,4,1,1,0,0,0,0,0,1,2,0,0,8,0,0,0,6,0,0,0,2,0,1,0,9,1,2,0,0,1,1,1,0,0,4,1,1,1,0,0,1,0
grain article060.txt,0,2,0,0,0,1,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
grain article128.txt,0,2,0,0,2,0,2,3,0,3,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,1,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article100.txt,0,10,0,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
grain article114.txt,0,3,0,2,3,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,1,1,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
grain article458.txt,0,8,0,1,6,1,2,2,2,3,3,0,0,4,0,0,3,1,0,0,0,0,0,0,1,3,1,4,3,3,0,0,2,3,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
grain article302.txt,0,8,0,3,1,3,1,2,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0
grain article464.txt,0,27,0,18,19,21,22,17,9,4,4,0,0,11,0,0,0,3,5,2,4,10,0,5,3,5,0,0,4,1,1,1,0,5,2,0,3,0,2,2,3,0,4,1,4,3,0,3,1,0
grain article470.txt,0,6,0,3,4,1,3,2,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
grain article316.txt,0,26,0,14,9,5,2,11,2,9,2,0,0,1,0,0,7,1,6,1,8,3,0,4,2,1,1,1,3,0,1,0,4,4,5,1,1,2,0,0,2,0,8,2,4,1,0,3,1,0
grain article471.txt,0,12,0,7,7,4,9,4,4,3,4,0,0,0,0,0,2,6,0,1,0,0,0,3,3,0,0,3,1,2,2,2,4,0,0,0,0,0,1,7,1,0,1,0,2,0,0,2,0,0
grain article317.txt,0,18,0,9,4,5,2,2,4,1,4,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,2,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0
grain article303.txt,0,0,0,3,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
grain article465.txt,0,3,0,1,1,3,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
grain article115.txt,0,4,0,4,1,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0
grain article101.txt,0,6,0,3,6,3,4,1,1,0,2,0,0,4,0,0,0,2,0,1,1,0,0,4,0,0,1,0,0,0,0,2,3,0,0,2,5,0,0,0,1,0,0,0,0,3,0,1,0,0
grain article129.txt,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
grain article075.txt,0,10,0,3,2,8,6,6,1,3,1,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,1,0
grain article049.txt,0,1,0,3,4,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0
grain article505.txt,0,62,0,20,17,17,14,6,11,21,17,0,0,0,0,0,13,3,4,3,3,0,0,0,5,0,4,0,3,0,3,17,1,1,1,4,0,1,5,0,1,2,0,2,3,1,0,1,5,0
grain article263.txt,0,8,0,0,1,3,1,1,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article277.txt,0,24,0,7,8,2,4,5,3,1,0,0,0,0,0,0,0,6,5,2,2,2,0,4,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0
grain article511.txt,0,38,0,28,7,8,3,13,14,19,6,0,0,0,0,0,10,6,14,0,4,3,0,9,2,0,5,2,8,0,5,0,19,0,5,5,2,0,1,1,7,5,3,4,6,2,0,3,5,0
grain article539.txt,0,9,0,5,1,5,4,2,6,3,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article288.txt,0,15,0,11,9,8,3,2,3,0,4,0,0,1,0,0,0,1,3,1,0,0,0,1,1,0,1,0,3,0,0,0,0,5,0,4,1,0,0,1,2,1,2,1,0,1,0,1,1,0
grain article298.txt,0,8,0,4,5,2,3,3,1,4,6,1,0,3,0,0,3,0,0,1,1,0,0,0,2,0,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
grain article501.txt,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain article529.txt,0,38,0,22,11,14,13,11,8,6,4,0,0,1,0,0,5,4,0,2,0,2,0,7,5,0,15,2,4,14,0,0,0,2,2,4,1,0,0,4,1,6,0,6,0,0,0,3,0,0
grain article071.txt,0,12,0,11,8,7,5,7,8,1,3,0,0,3,0,0,0,1,1,1,0,2,0,1,2,1,0,0,3,0,2,2,9,2,5,1,0,1,3,1,1,0,1,1,5,0,0,0,1,0
grain article065.txt,0,37,0,15,13,8,14,10,10,11,4,0,0,1,0,0,6,2,6,4,5,4,0,1,3,1,0,3,3,0,1,0,0,3,1,3,1,2,6,0,0,0,1,1,1,0,0,1,2,0
grain article059.txt,0,10,0,5,4,1,2,3,2,2,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,1,1,1,1,2,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
grain article111.txt,0,10,0,3,3,1,2,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
grain article139.txt,0,9,0,5,0,1,1,2,3,3,0,0,0,0,0,0,3,1,0,1,0,1,0,2,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
grain article461.txt,0,11,0,5,6,1,1,3,1,2,1,0,0,0,0,0,2,3,0,1,0,0,0,1,0,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
grain article307.txt,0,3,0,4,3,3,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,4,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0
grain article313.txt,0,9,0,5,5,3,2,4,3,1,3,0,0,3,0,0,0,1,0,2,4,0,0,3,1,6,1,0,1,4,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0
grain article475.txt,0,7,0,2,4,6,4,4,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grain article449.txt,0,5,0,2,2,3,2,1,5,3,5,0,0,0,0,0,1,0,3,0,0,3,0,2,0,0,0,0,2,0,1,0,0,2,1,0,3,0,1,0,0,0,0,0,1,0,0,3,0,0
